ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1774,Delhi,New Delhi,Jubilee Hills,Villa,4,1896,230.64,12164.56,1995,Fully Furnished,1.0,6,29,2.0,6,9,1,Guard,None,North-East,Individual,Under Construction
1775,Rajasthan,Jodhpur,Thane,Apartment,3,1313,145.06,11047.98,1996,Semi-Furnished,12.0,21,28,,5,7,3,CCTV,Gym+Pool,West,Agent,Under Construction
1776,Rajasthan,Jaipur,Kondapur,Apartment,3,1416,127.23,8985.17,2007,Fully Furnished,23.0,32,17,6.0,0,7,0,CCTV,Clubhouse,North-East,Agent,Sold
1777,West Bengal,Howrah,Powai,Apartment,2,838,67.23,8022.67,1995,Unfurnished,20.0,21,29,7.0,2,2,2,Guard,All,South-West,Individual,Under Construction
1778,Karnataka,Mysore,Banjara Hills,Villa,3,1417,100.6,7099.51,2014,,15.0,19,10,5.0,6,1,2,Guard,Gym,,Builder,Sold
1779,West Bengal,Siliguri,Koramangala,House,2,1028,105.31,10244.16,2006,Fully Furnished,21.0,28,18,0.0,4,3,0,None,Gym+Pool,South-West,Agent,Available
1780,Rajasthan,Jodhpur,Gomti Nagar,Villa,4,1656,179.95,10866.55,2019,Unfurnished,15.0,18,5,6.0,6,6,1,Gated,Gym,South-West,Agent,Available
1781,Gujarat,Ahmedabad,Thane,Apartment,3,1301,95.89,7370.48,2015,Semi-Furnished,20.0,24,9,4.0,7,6,3,Gated,Clubhouse,South-West,Agent,Available
1782,Rajasthan,Jodhpur,Indiranagar,Apartment,2,1043,83.22,7978.91,2006,Fully Furnished,21.0,22,18,7.0,2,3,1,None,Clubhouse,South,Individual,Available
1783,Telangana,Hyderabad,Powai,Apartment,1,598,49.79,8326.09,2008,Semi-Furnished,11.0,17,16,8.0,1,8,1,None,Gym+Pool,North-East,Builder,Sold
1784,Karnataka,Hubli,Electronic City,Apartment,3,1321,123.15,9322.48,1992,Semi-Furnished,1.0,4,32,8.0,1,1,3,Guard,All,North-East,Individual,Available
1785,Maharashtra,Mumbai,Indiranagar,Apartment,1,347,41.77,12037.46,2020,Semi-Furnished,18.0,26,4,8.0,2,9,3,CCTV,Pool,West,Builder,Available
1786,Delhi,Rohini,Koramangala,House,3,1549,115.99,7488.06,2016,Semi-Furnished,3.0,10,8,5.0,2,9,3,CCTV,Gym,East,Builder,Sold
1787,Tamil Nadu,Chennai,Electronic City,Villa,4,1667,124.8,7486.5,2005,Fully Furnished,6.0,12,19,8.0,6,7,2,Gated,Clubhouse,South,Individual,Sold
1788,Rajasthan,Jodhpur,Gomti Nagar,Villa,2,838,64.09,7647.97,2007,Fully Furnished,15.0,20,17,8.0,3,9,2,Guard,All,West,Individual,Available
1789,Tamil Nadu,Chennai,Gomti Nagar,Apartment,2,815,96.42,11830.67,2010,Unfurnished,23.0,31,14,1.0,5,6,0,Gated,Pool,North-East,Builder,Under Construction
1790,Gujarat,Vadodara,Powai,Studio,4,1745,186.69,10698.57,2006,Semi-Furnished,5.0,8,18,0.0,7,5,3,None,Clubhouse,East,Builder,Under Construction
1791,West Bengal,Siliguri,Koramangala,Apartment,3,1149,107.92,9392.52,2009,Unfurnished,10.0,17,15,9.0,6,4,0,Gated,Gym+Pool,South-West,Individual,Available
1792,Delhi,Rohini,HSR Layout,House,3,1227,72.22,5885.9,2007,Semi-Furnished,,12,17,1.0,5,1,2,Gated,,South-West,Agent,Sold
1793,Maharashtra,Nagpur,Thane,Apartment,4,1680,174.36,10378.57,2016,Semi-Furnished,19.0,21,8,7.0,3,2,1,Gated,Gym,South-West,Agent,Under Construction
1794,Gujarat,Surat,Satellite,House,2,700,46.07,6581.43,2002,Unfurnished,15.0,23,22,5.0,0,3,3,Guard,Pool,West,Agent,Available
1795,Tamil Nadu,Madurai,Banjara Hills,Apartment,1,532,58.9,11071.43,2013,Semi-Furnished,11.0,16,11,9.0,7,4,2,CCTV,All,West,Individual,Available
1796,Maharashtra,Nagpur,Satellite,House,4,1787,125.21,7006.72,1998,Semi-Furnished,16.0,22,26,0.0,2,4,2,Gated,All,South-West,Builder,Under Construction
1797,Delhi,Dwarka,Whitefield,Apartment,2,720,70.74,9825.0,2004,,19.0,27,20,1.0,4,2,3,None,Gym,West,Individual,Under Construction
1798,Karnataka,Mysore,Gomti Nagar,Apartment,1,450,34.14,7586.67,2020,Fully Furnished,8.0,11,4,5.0,5,1,0,CCTV,None,North,Individual,Available
1799,Delhi,New Delhi,Jubilee Hills,Villa,3,1523,110.8,7275.11,2018,Semi-Furnished,,19,6,5.0,4,2,0,Guard,Gym+Pool,South,Builder,Available
1800,Maharashtra,Nagpur,Gachibowli,Apartment,3,1389,79.03,5689.7,1990,Unfurnished,14.0,23,34,3.0,6,4,2,None,Gym,West,Agent,Under Construction
1801,Gujarat,Surat,HSR Layout,Apartment,1,463,29.1,6285.1,2000,Fully Furnished,17.0,25,24,0.0,3,8,2,None,Gym+Pool,North-East,Individual,Available
1802,Gujarat,Ahmedabad,Electronic City,Penthouse,3,1522,135.02,8871.22,1996,Fully Furnished,13.0,15,28,6.0,2,8,3,CCTV,None,West,Individual,Available
1803,West Bengal,Siliguri,Salt Lake,House,2,673,63.92,9497.77,2001,Unfurnished,20.0,24,23,3.0,1,4,3,CCTV,Pool,South-West,Builder,Under Construction
1804,West Bengal,Howrah,Indiranagar,Apartment,3,1231,103.78,8430.54,2019,Fully Furnished,4.0,10,5,6.0,2,1,0,Gated,Clubhouse,West,Individual,Under Construction
1805,Telangana,Hyderabad,Powai,Apartment,3,1347,89.68,6657.76,1991,Unfurnished,8.0,14,33,8.0,5,8,3,Gated,Gym,North-East,Builder,Available
1806,Karnataka,Hubli,Indiranagar,Studio,3,1507,139.6,9263.44,2000,Unfurnished,10.0,13,24,7.0,7,9,3,CCTV,Pool,East,Agent,Available
1807,Rajasthan,Jodhpur,Andheri,Studio,3,1075,128.74,11975.81,2014,Fully Furnished,5.0,7,10,2.0,7,5,2,Guard,Gym+Pool,North,Builder,Under Construction
1808,West Bengal,Siliguri,Satellite,Apartment,2,919,93.96,10224.16,1994,Unfurnished,11.0,16,30,0.0,7,7,3,None,Gym,South,Individual,Available
1809,West Bengal,Siliguri,Thane,House,1,689,60.65,8802.61,2012,Semi-Furnished,1.0,8,12,1.0,6,8,1,CCTV,All,North-East,Individual,Sold
1810,Maharashtra,Pune,Electronic City,Apartment,3,1778,199.23,11205.29,2010,,15.0,18,14,1.0,6,7,0,CCTV,Gym,South-West,Builder,Available
1811,West Bengal,Howrah,Whitefield,Apartment,4,1813,169.99,9376.17,1994,Fully Furnished,10.0,13,30,2.0,3,5,2,None,Gym+Pool,South-West,Builder,Available
1812,Rajasthan,Udaipur,Thane,Apartment,1,300,30.5,10166.67,1990,Fully Furnished,23.0,24,34,2.0,5,8,2,CCTV,Clubhouse,West,Builder,Available
1813,Gujarat,Surat,HSR Layout,Villa,2,841,63.82,7588.59,1997,Fully Furnished,18.0,19,27,2.0,3,4,3,Guard,Gym+Pool,North-East,Individual,Under Construction
1814,Delhi,Dwarka,Gachibowli,Villa,4,1850,145.38,7858.38,1994,Fully Furnished,0.0,3,30,4.0,6,6,0,Gated,Clubhouse,East,Individual,Under Construction
1815,Maharashtra,Pune,Gomti Nagar,Studio,4,1619,117.57,7261.89,1995,Unfurnished,2.0,11,29,6.0,1,3,3,None,Gym,North,Individual,Under Construction
1816,Rajasthan,Jaipur,Gomti Nagar,Villa,2,1098,114.72,10448.09,1996,Semi-Furnished,6.0,8,28,1.0,2,5,3,Gated,Gym+Pool,East,Agent,Under Construction
1817,West Bengal,Kolkata,Indiranagar,Apartment,3,1186,69.7,5876.9,1992,Semi-Furnished,1.0,10,32,8.0,6,7,1,Guard,None,West,Agent,Under Construction
1818,Telangana,Hyderabad,Whitefield,Apartment,5,2254,200.45,8893.08,2014,Semi-Furnished,19.0,25,10,3.0,0,2,1,None,Gym+Pool,West,Agent,Sold
1819,Rajasthan,Jaipur,Thane,House,2,778,50.75,6523.14,1999,Semi-Furnished,24.0,27,25,9.0,3,5,1,Gated,None,South,Agent,Available
1820,Maharashtra,Pune,Whitefield,Apartment,2,801,54.04,6746.57,2017,Unfurnished,7.0,12,7,7.0,4,7,0,CCTV,All,North-East,Agent,Sold
1821,Rajasthan,Udaipur,Whitefield,Apartment,4,1843,185.58,10069.45,2005,Unfurnished,12.0,17,19,6.0,1,4,2,Gated,,South-West,Individual,Available
1822,Telangana,Hyderabad,Thane,Studio,4,1913,228.09,11923.16,1996,Semi-Furnished,13.0,17,28,0.0,1,6,1,None,None,North-East,Individual,Under Construction
1823,Gujarat,Surat,Powai,Villa,1,551,44.92,8152.45,2008,Unfurnished,10.0,15,16,8.0,5,8,0,CCTV,None,South-West,Builder,Under Construction
1824,Rajasthan,Jodhpur,Electronic City,Apartment,4,1830,205.51,11230.05,1998,Semi-Furnished,9.0,10,26,9.0,5,8,2,CCTV,Pool,East,Builder,Under Construction
1825,Maharashtra,Pune,Electronic City,Apartment,3,1520,146.75,9654.61,2019,Fully Furnished,18.0,27,5,4.0,5,1,2,Gated,None,North,Builder,Sold
1826,Telangana,Hyderabad,Indiranagar,Apartment,2,850,96.48,11350.59,1990,Unfurnished,13.0,14,34,9.0,5,4,1,CCTV,Pool,,Individual,Available
1827,West Bengal,Howrah,Gomti Nagar,Apartment,3,1337,123.43,9231.86,2017,Semi-Furnished,,10,7,1.0,5,1,2,Guard,All,South-West,Agent,Available
1828,Tamil Nadu,Madurai,Jubilee Hills,Villa,4,2113,145.53,6887.36,2002,Semi-Furnished,20.0,25,22,4.0,6,2,2,CCTV,None,North-East,Agent,Under Construction
1829,West Bengal,Siliguri,HSR Layout,Apartment,3,1558,141.35,9072.53,2016,Semi-Furnished,1.0,7,8,3.0,4,1,1,Gated,Gym,East,Builder,Available
1830,Rajasthan,Jodhpur,Jubilee Hills,Apartment,3,1361,52.25,3839.09,1998,Unfurnished,21.0,24,26,7.0,5,1,0,CCTV,Clubhouse,West,Individual,Under Construction
1831,Tamil Nadu,Chennai,Gomti Nagar,Penthouse,2,1079,121.86,11293.79,1999,,19.0,20,25,2.0,6,3,0,Gated,Clubhouse,North-East,Individual,Available
1832,Telangana,Warangal,Gachibowli,House,2,1026,95.38,9296.3,2001,Fully Furnished,0.0,2,23,1.0,3,3,2,Gated,,North,Builder,Available
1833,Maharashtra,Nagpur,Kondapur,Villa,2,790,48.89,6188.61,1998,Fully Furnished,19.0,23,26,7.0,5,4,2,CCTV,Clubhouse,North-East,Individual,Sold
1834,Rajasthan,Jodhpur,Satellite,Apartment,2,1149,128.37,11172.32,2017,,22.0,28,7,0.0,6,6,3,Guard,Clubhouse,North,Individual,Available
1835,Tamil Nadu,Coimbatore,HSR Layout,Apartment,3,1114,50.97,4575.4,2011,Unfurnished,13.0,18,13,5.0,7,4,0,None,Gym+Pool,North,Individual,Available
1836,Gujarat,Vadodara,Thane,Apartment,2,745,51.46,6907.38,2022,Fully Furnished,7.0,11,2,6.0,3,7,3,CCTV,,North,Agent,Available
1837,Gujarat,Surat,Koramangala,Apartment,5,2160,184.66,8549.07,2019,Fully Furnished,5.0,8,5,3.0,5,1,1,Guard,Pool,South,Builder,Available
1838,Tamil Nadu,Madurai,Thane,Villa,1,300,14.5,4833.33,2009,Fully Furnished,21.0,28,15,7.0,5,6,3,Guard,Gym+Pool,North,Builder,Available
1839,West Bengal,Kolkata,Koramangala,Villa,2,843,34.36,4075.92,2012,Fully Furnished,9.0,14,12,0.0,1,3,1,Gated,None,South,Individual,Sold
1840,West Bengal,Howrah,Gomti Nagar,Apartment,3,1207,122.43,10143.33,2019,Semi-Furnished,4.0,11,5,8.0,5,6,1,Guard,Pool,South-West,Individual,Available
1841,Maharashtra,Pune,Salt Lake,Studio,3,1322,106.59,8062.78,1995,Unfurnished,14.0,17,29,5.0,0,8,2,Gated,Gym,North-East,Individual,Under Construction
1842,Karnataka,Bangalore,Gachibowli,Apartment,5,2181,346.75,15898.67,2009,Semi-Furnished,21.0,27,15,0.0,4,2,2,Guard,Clubhouse,North-East,Individual,Under Construction
1843,West Bengal,Kolkata,HSR Layout,Apartment,3,1421,93.21,6559.47,2016,Fully Furnished,3.0,4,8,,1,1,0,None,Gym+Pool,North-East,Builder,Available
1844,Rajasthan,Udaipur,Andheri,Apartment,3,1511,85.94,5687.62,2002,Fully Furnished,5.0,6,22,5.0,4,4,3,None,Pool,North,Individual,Available
1845,Maharashtra,Nagpur,Kondapur,Penthouse,5,2126,222.6,10470.37,2020,Unfurnished,5.0,12,4,5.0,7,2,0,Guard,Pool,North,Builder,Available
1846,Tamil Nadu,Madurai,Kondapur,House,2,1115,55.62,4988.34,1996,Unfurnished,21.0,23,28,,5,6,1,CCTV,Gym,East,Individual,Available
1847,Gujarat,Ahmedabad,HSR Layout,Apartment,4,1981,237.01,11964.16,1990,Unfurnished,24.0,27,34,,2,2,2,Guard,None,East,Agent,Under Construction
1848,Telangana,Warangal,Andheri,House,2,851,52.38,6155.11,2005,Fully Furnished,22.0,25,19,8.0,3,2,1,None,All,North-East,Agent,Available
1849,Maharashtra,Nagpur,Salt Lake,Apartment,4,1811,130.98,7232.47,2012,Fully Furnished,3.0,4,12,,4,2,2,None,Gym,South,Agent,Available
1850,Maharashtra,Pune,Kondapur,House,5,2268,198.41,8748.24,2002,Unfurnished,20.0,23,22,4.0,3,8,1,CCTV,None,South,Agent,Available
1851,Gujarat,Vadodara,Electronic City,Apartment,3,1366,64.81,4744.51,2006,Fully Furnished,10.0,18,18,0.0,1,8,0,Guard,Gym+Pool,East,Agent,Available
1852,West Bengal,Kolkata,Koramangala,Apartment,2,776,30.13,3882.73,1994,Fully Furnished,20.0,29,30,,1,3,3,Guard,All,South,Agent,Sold
1853,Gujarat,Ahmedabad,Satellite,Apartment,3,1203,121.83,10127.18,2021,Unfurnished,11.0,17,3,3.0,2,4,3,Gated,None,North,Individual,Under Construction
1854,Delhi,New Delhi,Banjara Hills,Apartment,1,610,86.87,14240.98,1993,Unfurnished,19.0,25,31,9.0,5,3,0,Guard,All,South-West,Individual,Under Construction
1855,Tamil Nadu,Chennai,Kondapur,Apartment,2,978,92.24,9431.49,1993,,2.0,7,31,8.0,0,5,2,None,Gym+Pool,North,Builder,Under Construction
1856,Karnataka,Mysore,Thane,Apartment,3,1158,127.89,11044.04,2016,Semi-Furnished,4.0,9,8,9.0,4,8,1,Guard,Gym,South,Individual,Available
1857,Gujarat,Ahmedabad,Indiranagar,Apartment,3,1267,103.02,8131.02,1990,,5.0,14,34,,1,8,3,Gated,Clubhouse,West,Builder,Available
1858,Maharashtra,Nagpur,HSR Layout,Apartment,2,1026,110.03,10724.17,1994,,17.0,18,30,9.0,2,1,1,None,All,,Builder,Available
1859,Gujarat,Surat,Indiranagar,Apartment,5,2381,277.56,11657.29,1999,Semi-Furnished,,12,25,2.0,4,6,2,CCTV,Clubhouse,North,Individual,Available
1860,Tamil Nadu,Chennai,Satellite,Apartment,4,1745,91.09,5220.06,2010,Unfurnished,17.0,18,14,1.0,7,6,1,Guard,None,West,Individual,Sold
1861,West Bengal,Siliguri,Electronic City,Apartment,3,1357,51.15,3769.34,2004,Fully Furnished,7.0,11,20,3.0,7,7,0,Gated,All,South,Individual,Available
1862,Telangana,Karimnagar,Salt Lake,House,3,1311,138.12,10535.47,2021,Fully Furnished,5.0,14,3,3.0,1,4,0,Guard,None,South-West,Builder,Available
1863,Gujarat,Ahmedabad,Powai,Apartment,2,925,83.08,8981.62,1991,Unfurnished,9.0,12,33,0.0,0,6,0,None,Gym,South-West,Agent,Available
1864,Gujarat,Vadodara,Salt Lake,House,1,300,17.27,5756.67,2013,Semi-Furnished,1.0,9,11,4.0,0,9,1,CCTV,Gym,South-West,Builder,Under Construction
1865,West Bengal,Howrah,Andheri,Studio,2,924,49.73,5382.03,2000,Semi-Furnished,19.0,25,24,2.0,1,6,1,Gated,Gym,South-West,Builder,Under Construction
1866,Gujarat,Vadodara,Thane,Villa,2,1114,123.69,11103.23,1993,Unfurnished,13.0,19,31,5.0,6,5,1,None,All,East,Individual,Available
1867,Delhi,New Delhi,Powai,House,3,1602,194.42,12136.08,1999,Unfurnished,16.0,20,25,3.0,0,1,1,Gated,Clubhouse,North-East,Agent,Available
1868,Tamil Nadu,Coimbatore,Whitefield,Apartment,2,920,96.62,10502.17,2007,Fully Furnished,2.0,5,17,,3,5,3,CCTV,Clubhouse,North,Agent,Under Construction
1869,Delhi,Dwarka,Satellite,Penthouse,3,1249,107.44,8602.08,2002,Unfurnished,16.0,25,22,9.0,4,1,3,Gated,Gym+Pool,North,Individual,Available
1870,Telangana,Karimnagar,Koramangala,House,4,1692,174.18,10294.33,2004,Semi-Furnished,18.0,20,20,4.0,1,5,1,Guard,All,East,Individual,Available
1871,Maharashtra,Nagpur,Gachibowli,House,5,2363,148.97,6304.27,1994,Fully Furnished,24.0,29,30,,0,7,3,CCTV,Clubhouse,South-West,Builder,Available
1872,Maharashtra,Nagpur,HSR Layout,House,3,1306,63.19,4838.44,2011,Semi-Furnished,8.0,10,13,7.0,1,7,3,Guard,All,South-West,Individual,Available
1873,Gujarat,Vadodara,Jubilee Hills,Villa,2,888,81.36,9162.16,2018,Unfurnished,14.0,18,6,5.0,0,6,2,Guard,Clubhouse,North,Individual,Under Construction
1874,Gujarat,Surat,Whitefield,Apartment,5,2044,186.18,9108.61,1993,Semi-Furnished,7.0,15,31,7.0,5,8,1,Guard,Clubhouse,South,Agent,Available
1875,Gujarat,Vadodara,Gachibowli,Apartment,4,1902,215.43,11326.5,2009,Unfurnished,,21,15,6.0,5,3,0,None,Gym+Pool,West,Individual,Under Construction
1876,Gujarat,Vadodara,Satellite,Apartment,1,519,40.97,7894.03,1992,Unfurnished,2.0,11,32,4.0,3,8,1,None,All,West,Individual,Sold
1877,Telangana,Karimnagar,Kondapur,Apartment,2,730,73.41,10056.16,2008,Unfurnished,10.0,15,16,5.0,4,8,3,CCTV,Gym+Pool,West,Builder,Available
1878,Rajasthan,Jaipur,Electronic City,Villa,3,1406,95.56,6796.59,2021,Unfurnished,19.0,24,3,2.0,1,8,3,CCTV,Pool,North,Builder,Under Construction
1879,West Bengal,Siliguri,Satellite,Apartment,1,384,16.29,4242.19,2010,Fully Furnished,5.0,6,14,1.0,5,4,1,Gated,Pool,South-West,Individual,Under Construction
1880,Tamil Nadu,Coimbatore,Electronic City,House,1,475,17.11,3602.11,2011,Fully Furnished,14.0,18,13,9.0,7,1,0,Gated,Gym+Pool,East,Builder,Sold
1881,Delhi,Rohini,Indiranagar,House,4,1807,215.21,11909.8,1993,Semi-Furnished,22.0,25,31,,2,7,1,Guard,None,West,Agent,Under Construction
1882,West Bengal,Kolkata,Gomti Nagar,Studio,3,1275,134.19,10524.71,1991,Unfurnished,,13,33,7.0,6,7,3,None,Gym,South,Individual,Under Construction
1883,Rajasthan,Udaipur,Gomti Nagar,Studio,4,2012,229.7,11416.5,1998,Semi-Furnished,24.0,25,26,1.0,1,2,2,Guard,None,South,Builder,Available
1884,Telangana,Karimnagar,Jubilee Hills,Penthouse,2,769,32.25,4193.76,2014,Fully Furnished,6.0,7,10,5.0,7,6,3,Guard,None,,Individual,Available
1885,Gujarat,Surat,Electronic City,Apartment,1,300,15.66,5220.0,2000,Unfurnished,,18,24,5.0,2,1,2,None,Clubhouse,East,Agent,Under Construction
1886,Karnataka,Bangalore,Koramangala,Apartment,1,589,108.47,18415.96,2007,,15.0,23,17,2.0,6,5,3,Gated,Clubhouse,West,Builder,Available
1887,Rajasthan,Udaipur,Salt Lake,Apartment,2,780,53.04,6800.0,2016,Fully Furnished,19.0,20,8,9.0,5,3,1,None,Pool,South,Agent,Sold
1888,Delhi,New Delhi,Banjara Hills,Studio,2,1079,147.39,13659.87,2013,Fully Furnished,12.0,21,11,7.0,5,8,3,Guard,Clubhouse,East,Individual,Sold
1889,Tamil Nadu,Coimbatore,HSR Layout,House,4,1913,82.4,4307.37,1991,Semi-Furnished,17.0,24,33,2.0,2,7,3,CCTV,Clubhouse,East,Individual,Available
1890,Telangana,Karimnagar,Thane,Villa,2,720,63.46,8813.89,1990,Semi-Furnished,8.0,14,34,3.0,5,6,0,Gated,None,East,Builder,Under Construction
1891,Telangana,Karimnagar,Whitefield,Studio,3,1326,73.57,5548.27,1996,Semi-Furnished,2.0,8,28,9.0,7,6,1,CCTV,Gym,South-West,Builder,Available
1892,Rajasthan,Jaipur,Salt Lake,Apartment,5,2342,102.52,4377.46,2022,Fully Furnished,12.0,16,2,0.0,2,4,0,CCTV,None,North,Individual,Sold
1893,Delhi,New Delhi,Kondapur,Apartment,3,1287,211.29,16417.25,1990,Semi-Furnished,18.0,24,34,9.0,4,1,2,Gated,All,,Agent,Under Construction
1894,Telangana,Hyderabad,Salt Lake,Apartment,2,1155,190.44,16488.31,2019,Semi-Furnished,,29,5,7.0,2,9,1,Gated,None,East,Individual,Available
1895,Karnataka,Hubli,HSR Layout,Studio,1,307,31.91,10394.14,2010,Unfurnished,3.0,5,14,2.0,6,2,0,None,Clubhouse,West,Individual,Sold
1896,Tamil Nadu,Madurai,Koramangala,Villa,5,2374,113.56,4783.49,2013,Fully Furnished,18.0,26,11,,5,4,2,CCTV,All,South-West,Builder,Under Construction
1897,Karnataka,Hubli,Gachibowli,Apartment,1,553,34.22,6188.07,1991,,6.0,14,33,5.0,4,4,0,Guard,,North-East,Individual,Available
1898,Rajasthan,Udaipur,Indiranagar,Apartment,1,300,24.37,8123.33,2001,Fully Furnished,,28,23,5.0,0,9,2,Gated,Pool,East,Builder,Under Construction
1899,Karnataka,Hubli,Koramangala,House,3,1368,55.46,4054.09,2013,Unfurnished,10.0,18,11,5.0,5,1,1,CCTV,All,South,Individual,Sold
1900,Delhi,Dwarka,Whitefield,House,3,1529,77.23,5051.01,1992,Semi-Furnished,3.0,4,32,5.0,1,4,0,Gated,Gym+Pool,West,Builder,Under Construction
1901,Maharashtra,Pune,Koramangala,Apartment,3,1273,121.36,9533.39,1992,Unfurnished,0.0,8,32,5.0,4,7,0,CCTV,Clubhouse,North-East,Agent,Available
1902,Gujarat,Surat,Electronic City,House,1,633,26.45,4178.52,1991,Semi-Furnished,13.0,20,33,0.0,7,4,3,Gated,None,West,Builder,Available
1903,Tamil Nadu,Chennai,Andheri,House,4,1757,92.44,5261.24,2012,Semi-Furnished,3.0,9,12,9.0,7,2,3,CCTV,Gym+Pool,South,Agent,Available
1904,Karnataka,Bangalore,HSR Layout,House,2,972,140.37,14441.36,2020,Unfurnished,15.0,18,4,1.0,1,7,1,Gated,All,East,Individual,Available
1905,Rajasthan,Jodhpur,Gomti Nagar,Apartment,2,1021,49.98,4895.2,2011,Unfurnished,2.0,4,13,4.0,5,9,3,CCTV,Gym+Pool,South-West,Individual,Available
1906,West Bengal,Kolkata,Gachibowli,House,1,423,37.14,8780.14,1994,Unfurnished,14.0,23,30,7.0,6,8,1,None,All,North,Builder,Available
1907,Telangana,Warangal,Electronic City,Apartment,2,1008,109.65,10877.98,2016,Semi-Furnished,18.0,24,8,3.0,4,6,0,None,Clubhouse,South,Individual,Under Construction
1908,Karnataka,Mysore,Thane,Villa,2,934,95.63,10238.76,2016,Fully Furnished,16.0,18,8,8.0,1,7,2,Guard,Gym+Pool,North-East,Individual,Available
1909,Delhi,Rohini,Salt Lake,Apartment,1,591,70.48,11925.55,2012,Semi-Furnished,20.0,26,12,3.0,4,5,2,None,,West,Agent,Sold
1910,Telangana,Hyderabad,Powai,Apartment,1,300,48.23,16076.67,2001,Fully Furnished,20.0,22,23,7.0,3,6,0,CCTV,Pool,,Builder,Sold
1911,Karnataka,Mysore,HSR Layout,Apartment,4,1786,128.53,7196.53,2006,,10.0,11,18,6.0,2,7,0,CCTV,All,South,Builder,Available
1912,West Bengal,Kolkata,Powai,Apartment,2,945,97.52,10319.58,1999,Unfurnished,13.0,16,25,9.0,1,1,1,None,None,South,Builder,Under Construction
1913,Delhi,Rohini,Powai,House,3,1326,126.55,9543.74,2007,Semi-Furnished,13.0,15,17,3.0,6,5,0,CCTV,Gym+Pool,East,Individual,Under Construction
1914,Rajasthan,Udaipur,HSR Layout,Apartment,4,1765,65.36,3703.12,1991,Semi-Furnished,21.0,30,33,7.0,6,1,0,None,Clubhouse,South,Agent,Available
1915,Maharashtra,Pune,Thane,Apartment,4,1845,79.28,4297.02,1991,Semi-Furnished,11.0,13,33,0.0,0,6,3,None,Pool,South-West,Agent,Under Construction
1916,Maharashtra,Pune,Kondapur,House,3,1236,52.08,4213.59,1999,Fully Furnished,3.0,5,25,7.0,4,4,0,None,Pool,East,Agent,Under Construction
1917,Karnataka,Mysore,Powai,Apartment,3,1542,162.95,10567.44,2003,Unfurnished,7.0,14,21,6.0,6,2,0,None,Clubhouse,West,Individual,Under Construction
1918,Telangana,Karimnagar,Whitefield,Penthouse,2,753,82.12,10905.71,2011,Unfurnished,12.0,18,13,5.0,3,5,2,CCTV,Gym+Pool,East,Agent,Available
1919,Rajasthan,Jodhpur,Salt Lake,Apartment,2,785,31.59,4024.2,1992,Fully Furnished,15.0,24,32,8.0,5,9,3,Gated,,West,Individual,Under Construction
1920,Tamil Nadu,Madurai,Satellite,Apartment,2,951,45.77,4812.83,1998,Fully Furnished,11.0,18,26,6.0,1,8,0,Gated,All,North-East,Individual,Sold
1921,Karnataka,Bangalore,Banjara Hills,Penthouse,4,2118,323.75,15285.65,1996,Semi-Furnished,3.0,8,28,1.0,1,5,3,None,None,North-East,Individual,Available
1922,Delhi,Rohini,Indiranagar,Apartment,2,958,68.33,7132.57,2004,Fully Furnished,22.0,28,20,3.0,1,8,2,None,Pool,North-East,Agent,Available
1923,Rajasthan,Jaipur,Satellite,House,3,1420,100.51,7078.17,2022,Fully Furnished,6.0,8,2,9.0,7,9,3,Gated,All,South-West,Individual,Available
1924,Maharashtra,Nagpur,Banjara Hills,House,4,1741,128.26,7367.03,2017,Fully Furnished,5.0,14,7,2.0,7,4,0,None,Clubhouse,North-East,Builder,Under Construction
1925,Delhi,New Delhi,Powai,Apartment,1,328,45.27,13801.83,2000,Fully Furnished,9.0,16,24,2.0,3,4,1,CCTV,All,West,Builder,Available
1926,Delhi,New Delhi,Banjara Hills,House,4,1852,206.84,11168.47,2015,Fully Furnished,19.0,20,9,0.0,0,1,2,Gated,Gym,West,Builder,Sold
1927,Gujarat,Vadodara,Gomti Nagar,Studio,3,1503,74.98,4988.69,2006,Unfurnished,22.0,31,18,9.0,5,1,1,CCTV,Pool,North,Builder,Available
1928,Telangana,Karimnagar,Gachibowli,Studio,2,981,63.47,6469.93,2017,Semi-Furnished,19.0,25,7,9.0,5,7,0,None,,South,Individual,Under Construction
1929,Gujarat,Vadodara,Indiranagar,Penthouse,1,551,57.96,10519.06,2008,Fully Furnished,10.0,18,16,0.0,5,6,0,None,Pool,South-West,Agent,Under Construction
1930,Tamil Nadu,Coimbatore,Kondapur,House,5,2099,197.86,9426.39,1997,Unfurnished,19.0,27,27,7.0,7,9,1,None,None,South,Agent,Under Construction
1931,Karnataka,Mysore,Kondapur,Villa,5,2166,144.43,6668.05,2006,Unfurnished,8.0,13,18,1.0,1,9,3,CCTV,Clubhouse,South,Agent,Available
1932,Rajasthan,Jodhpur,Koramangala,Apartment,3,1141,65.58,5747.59,2019,Fully Furnished,2.0,4,5,0.0,2,9,0,Guard,All,West,Individual,Available
1933,Gujarat,Vadodara,Kondapur,Apartment,2,487,49.82,10229.98,2005,Fully Furnished,0.0,8,19,9.0,6,9,1,Guard,,North,Individual,Sold
